,Timestamp,TeamId,PlayerId,AST,STL,TO,BLK,FL,REB,DEFENSIVE_REB,OFFENSIVE_REB,FG2,FGA2,FG3,FGA3,FT,FTA,FG_CAS,FGA_CAS,FG_OTD,FGA_OTD,FG2_CAS,FGA2_CAS,FG2_OTD,FGA2_OTD,FG3_CAS,FGA3_CAS,FG3_OTD,FGA3_OTD,PASS0_2,PASS3_5,PASS6,PT0,PT1,BR0,BR1,BR2,TRANSITION,class,game
449,1581225186868.0,1714.0,67361.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,M_17472065-4ad8-11ea-9084-0242bdc61da9
452,1581225205708.0,1713.0,67351.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_17472065-4ad8-11ea-9084-0242bdc61da9
457,1581225231160.0,1713.0,79832.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_17472065-4ad8-11ea-9084-0242bdc61da9
461,1581225236617.0,1714.0,67363.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,M_17472065-4ad8-11ea-9084-0242bdc61da9
464,1581225381743.0,1714.0,67363.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,M_17472065-4ad8-11ea-9084-0242bdc61da9
471,1581225451518.0,1713.0,67347.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_17472065-4ad8-11ea-9084-0242bdc61da9
475,1581225452643.0,1713.0,79832.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_17472065-4ad8-11ea-9084-0242bdc61da9
489,1581225791709.0,1713.0,67339.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,M_17472065-4ad8-11ea-9084-0242bdc61da9
492,1581225792749.0,1714.0,67363.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,M_17472065-4ad8-11ea-9084-0242bdc61da9
94,1581564117366.0,1730.0,67927.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
99,1581564325257.0,1730.0,78848.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
103,1581564341577.0,1737.0,77725.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
106,1581564355069.0,1730.0,78852.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
109,1581564363765.0,1737.0,68012.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
112,1581564373540.0,1730.0,78848.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
115,1581564391874.0,1737.0,77728.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
118,1581564404448.0,1730.0,78852.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
124,1581564442554.0,1730.0,78848.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
139,1581564704448.0,1730.0,78846.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
144,1581564749448.0,1737.0,77727.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
147,1581564777657.0,1737.0,77725.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
157,1581564800773.0,1730.0,67927.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
167,1581564906707.0,1730.0,78846.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
173,1581564943632.0,1730.0,78846.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
180,1581564976152.0,1730.0,67921.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
191,1581565047581.0,1730.0,67906.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
194,1581565054772.0,1730.0,67921.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
203,1581565273356.0,1737.0,68002.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
206,1581565280147.0,1737.0,68012.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
217,1581565401922.0,1737.0,77727.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
220,1581565408197.0,1730.0,78852.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
238,1581565537988.0,1737.0,68012.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
243,1581565556002.0,1737.0,77728.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
251,1581566537449.0,1730.0,78848.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
254,1581566551357.0,1730.0,78848.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
273,1581566740940.0,1737.0,77727.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
276,1581566759691.0,1730.0,67921.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
282,1581566783433.0,1730.0,67921.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
285,1581566800624.0,1730.0,78845.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
291,1581566811275.0,1737.0,68012.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
294,1581566819633.0,1730.0,67921.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
302,1581567069146.0,1730.0,78848.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
311,1581567152244.0,1730.0,78848.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
317,1581567161406.0,1730.0,78848.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
324,1581567210615.0,1737.0,68018.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
329,1581567241483.0,1730.0,67927.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
338,1581567283966.0,1737.0,77727.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
348,1581567344724.0,1737.0,68018.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
352,1581567395875.0,1730.0,78848.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
355,1581567404808.0,1737.0,68011.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
359,1581567414582.0,1730.0,78848.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
367,1581567605024.0,1730.0,78846.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
373,1581567669099.0,1737.0,77727.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
379,1581567712640.0,1730.0,78846.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
395,1581567998491.0,1730.0,67921.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
398,1581568011365.0,1730.0,67921.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
410,1581568167322.0,1730.0,67921.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
422,1581568235591.0,1730.0,78846.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
425,1581568240057.0,1737.0,77726.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
443,1581568538040.0,1730.0,67906.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
464,1581568757814.0,1730.0,67927.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
474,1581568870725.0,1737.0,68012.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
479,1581568901632.0,1737.0,68011.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
487,1581569082949.0,1737.0,77727.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
493,1581569104715.0,1730.0,78846.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
498,1581569109033.0,1737.0,77726.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
499,1581569119485.0,1730.0,67927.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
502,1581569132514.0,1737.0,68012.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
508,1581569205186.0,1737.0,68011.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
513,1581569258182.0,1737.0,68011.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
516,1581569272607.0,1730.0,67906.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
525,1581569321271.0,1730.0,78846.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
534,1581569404323.0,1737.0,68012.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
539,1581569911414.0,1730.0,67906.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
546,1581569944364.0,1730.0,67927.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
551,1581570002264.0,1737.0,68012.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
560,1581570097356.0,1737.0,68012.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
568,1581570164874.0,1737.0,68001.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
573,1581570208832.0,1737.0,68001.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
579,1581570274683.0,1737.0,68012.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
586,1581570328964.0,1730.0,78845.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
609,1581570630357.0,1730.0,78846.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,M_8279c1d6-4e02-11ea-ab59-024282923f19
